userName,score,at,full_text,kategori
Vanicha Amelia,4,2025-05-01 13:51:58,"maaf kak, setelah pemakaian lebih dari 2 tahun, aku Nemu satu kelemahan shopee. yaitu untuk sistem pembatalan pesanannya terlalu ribet dan lama. harusnya kalo dari pihak toko gk ada respon lebih dari 1 jam pesanan bisa di batalin secara otomatis. masa untuk batalin pesanan sampai harus nunggu hampir 2 hari. tolong di improve lagi sistemnya shopee.",Positif
vlrie 23,1,2025-05-01 13:51:53,"shopee pengiriman makin gjls aja, ngapa si pake putus kerjasama sm jnt udh bagus tu jasa kirim krja nya, make spx pending Ampe 2mgg gila Lo. dikira barang nya kaga butuh apa, justru gue beli krna butuh barangnya kehambat Mulu di pengiriman. ora danta. spx konyol bgt pending tiap waktu mna kadang ga dikasih garansi tepat waktu gue. mikir lah",Negatif
Muhammad Nasir,1,2025-05-01 13:51:29,cod cek dulu tidak jelas barang tidak sesuai dari toko sudah saya cek masak dibuat gagal pengiriman. barang sudah saya terima. saya retur balik ke toko. status cod saya tidak bisa lagi.,Negatif
Zizahcell 01,3,2025-05-01 13:51:21,tolong kalo baru buka aplikasi jgn langsung ke shopee vidio Napa.. berisik di home juga vidio semua jadi ga nyaman pilin barang.. kalo buka langsung di home aja ga usa ke vidio terus yang di home ga usa banyak vidionya..,Netral
Atika Rihanna,1,2025-05-01 13:51:19,sangat buruk ya. setiap dapat vocher besar tidak bisa dipake. selalu dibatalin sistem.bagus tokped,Negatif
Nining Suarningsih,5,2025-05-01 13:51:15,"pelayanannya dari shope sangat baik ,bagi saya ini sudah sangat membantu",Positif
Muhamad Sofyan,5,2025-05-01 13:51:05,Terbaik,Positif
Ichwan Suadi,3,2025-05-01 13:51:05,Very good,Netral
Amelda Ria,3,2025-05-01 13:49:59,kadang barangnya gk sesuai,Netral
banfa syamsul,5,2025-05-01 13:49:21,sll memberikan pelayanan yg baik,Positif
erma lisra,5,2025-05-01 13:49:17,sangat memuaskan,Positif
Hamli Budiharto,5,2025-05-01 13:49:16,Ok,Positif
HAFIZ ADIYASURIYA,5,2025-05-01 13:49:15,apk ini sangat bagus,Positif
Gatot Riono,5,2025-05-01 13:46:33,semua pesanan terkirim dengan lancar baik semua..,Positif
kenzo yamato,5,2025-05-01 13:46:15,E-commerce barang2 murah dan selalu ada gratis ongkir dan diskon,Positif
Husni,5,2025-05-01 13:45:01,Joss gandos kronyos,Positif
Nadin Amelia,4,2025-05-01 13:44:30,bagus,Positif
vivo vivi,5,2025-05-01 13:42:58,sangat membantu sekali,Positif
Siti Komariah,5,2025-05-01 13:41:46,keren,Positif
tasrif arpan,5,2025-05-01 13:41:41,sangat membantu... thanks Sophie..,Positif
Hendra Era,5,2025-05-01 13:41:12,belanja di Shopee sangat menyenangkan di mana pun kita berada bibelanjaa murah di shopp,Positif
Viona Anisa azzahra,5,2025-05-01 13:40:48,puas banget,Positif
Nia Masriah,5,2025-05-01 13:39:01,selalu dapat gratis ongkir,Positif
Yudi Cell,3,2025-05-01 13:38:52,semangat terus 🇵🇱 tetap Oke 👽,Netral
wiro pangku alam,2,2025-05-01 13:37:46,"jadi males belanja dishopee..pengiriman susah ditracking, mana lama banget lagi.",Negatif
Aril aril Aril aril,1,2025-05-01 13:37:45,barangnya bagus sampai tujuan,Negatif
Valdi Valdi,5,2025-05-01 13:37:44,mksh shopee..yahuud..,Positif
Risyanto Rholee,5,2025-05-01 13:37:39,mantaaaaaapppp,Positif
Maydina Najwatunnisa,5,2025-05-01 13:37:32,bagus sekali murah banget soalnya gratis ongkir,Positif
Achy Thevan,5,2025-05-01 13:37:24,aplikasi yang sangat membantu. 👍👍,Positif
Marta Lasmawati,5,2025-05-01 13:35:43,bagus aplikasi ini,Positif
Wahyu Pinandoro,5,2025-05-01 13:34:33,Bagus,Positif
Ayu Rs,5,2025-05-01 13:33:27,pelayanan gercep kurir ramah.,Positif
Hjdd Bffgg,5,2025-05-01 13:32:38,Mantap 👍👍👍👍👍👍.👍....................👍👍.................,Positif
Anesha tiara Dj. ponu,5,2025-05-01 13:32:27,sangat baik,Positif
Sano Ribrosh,5,2025-05-01 13:31:43,sangatlah membantu dan memuaskan,Positif
azril akhtar,5,2025-05-01 13:31:34,kurir bagus,Positif
